"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"NAME"
"Selected Treasury Bill Yields"

"DESCRIPTION"
"1, 3, 6 and 12 month Treasury bill data."

"LINK"
"https://www.bankofcanada.ca/?p=39889"

"SERIES"
"id","label","description"
"V80691303","3 month","Treasury bill auction - Average yields"
"V80691304","6 month","Treasury bill auction - Average yields"
"V80691305","1 year","Treasury bill auction - Average yields"
"V80691342","1 month","Treasury bills"
"V80691344","3 month","Treasury bills"
"V80691345","6 month","Treasury bills"
"V80691346","1 year","Treasury bills"

"OBSERVATIONS"
"date","V80691303","V80691304","V80691305","V80691342","V80691344","V80691345","V80691346"
"2017-01-25","","","","0.42","0.45","0.49","0.62"
"2017-02-01","","","","0.46","0.47","0.50","0.60"
"2017-02-07","0.47","0.52","0.60","","","",""
"2017-02-08","","","","0.41","0.46","0.51","0.60"
"2017-02-15","","","","0.44","0.46","0.51","0.60"
"2017-02-21","0.48","0.52","0.61","","","",""
"2017-02-22","","","","0.43","0.47","0.52","0.60"
"2017-03-01","","","","0.46","0.48","0.51","0.60"
"2017-03-07","0.50","0.54","0.63","","","",""
"2017-03-08","","","","0.39","0.48","0.54","0.64"
"2017-03-15","","","","0.44","0.50","0.54","0.64"
"2017-03-21","0.51","0.56","0.64","","","",""
"2017-03-22","","","","0.44","0.49","0.55","0.62"
"2017-03-29","","","","0.48","0.54","0.55","0.62"
"2017-04-04","0.56","0.58","0.65","","","",""
"2017-04-05","","","","0.46","0.54","0.58","0.65"
"2017-04-12","","","","0.49","0.55","0.58","0.66"
"2017-04-18","0.55","0.58","0.64","","","",""
"2017-04-19","","","","0.48","0.53","0.57","0.64"
"2017-04-26","","","","0.50","0.52","0.57","0.64"
"2017-05-02","0.53","0.57","0.63","","","",""
"2017-05-03","","","","0.45","0.51","0.56","0.62"
"2017-05-10","","","","0.47","0.50","0.55","0.63"
"2017-05-16","0.52","0.56","0.62","","","",""
"2017-05-17","","","","0.44","0.52","0.55","0.60"
"2017-05-24","","","","0.46","0.51","0.55","0.64"
"2017-05-30","0.53","0.56","0.65","","","",""
"2017-05-31","","","","0.46","0.52","0.57","0.65"
"2017-06-07","","","","0.47","0.50","0.55","0.65"
"2017-06-13","0.54","0.62","0.76","","","",""
"2017-06-14","","","","0.45","0.54","0.62","0.77"
"2017-06-21","","","","0.48","0.57","0.67","0.86"
"2017-06-27","0.68","0.75","0.89","","","",""
"2017-06-28","","","","0.56","0.65","0.81","0.94"
"2017-07-05","","","","0.63","0.73","0.84","1.00"
"2017-07-11","0.76","0.90","1.05","","","",""
"2017-07-12","","","","0.62","0.76","0.91","1.06"
"2017-07-19","","","","0.68","0.70","0.88","1.06"
"2017-07-25","0.74","0.93","1.14","","","",""
"2017-07-26","","","","0.68","0.73","0.92","1.13"
"2017-08-02","","","","0.70","0.72","0.92","1.12"
"2017-08-08","0.74","0.92","1.14","","","",""
"2017-08-09","","","","0.71","0.73","0.91","1.14"
"2017-08-16","","","","0.68","0.73","0.89","1.12"
"2017-08-22","0.74","0.94","1.15","","","",""
"2017-08-23","","","","0.68","0.72","0.92","1.15"
"2017-08-30","","","","0.67","0.71","0.93","1.15"
"2017-09-05","0.90","1.05","1.26","","","",""
"2017-09-06","","","","0.82","0.94","1.11","1.36"
"2017-09-13","","","","0.84","0.99","1.16","1.44"
"2017-09-19","1.01","1.19","1.46","","","",""
"2017-09-20","","","","0.85","1.00","1.17","1.45"
"2017-09-27","","","","0.85","0.99","1.16","1.43"
"2017-10-03","1.00","1.15","1.42","","","",""
"2017-10-04","","","","0.88","0.99","1.14","1.39"
"2017-10-11","","","","0.83","0.98","1.17","1.41"
"2017-10-17","0.96","1.17","1.44","","","",""
"2017-10-18","","","","0.83","0.95","1.16","1.43"
"2017-10-25","","","","0.84","0.92","1.14","1.37"
"2017-10-31","0.90","1.11","1.30","","","",""
"2017-11-01","","","","0.87","0.91","1.12","1.30"
"2017-11-08","","","","0.86","0.87","1.01","1.29"
"2017-11-14","0.88","1.05","1.33","","","",""
"2017-11-15","","","","0.85","0.87","1.05","1.31"
"2017-11-22","","","","0.85","0.87","1.04","1.31"
"2017-11-28","0.87","1.05","1.30","","","",""
"2017-11-29","","","","0.84","0.88","1.05","1.31"
"2017-12-06","","","","0.84","0.89","1.07","1.35"
"2017-12-12","0.90","1.12","1.38","","","",""
"2017-12-13","","","","0.85","0.91","1.12","1.38"
"2017-12-20","","","","0.91","0.99","1.15","1.46"
"2017-12-26","1.05","1.20","1.52","","","",""
"2017-12-27","","","","0.96","1.05","1.19","1.53"
"2018-01-03","","","","0.95","1.06","1.21","1.52"
"2018-01-09","1.17","1.37","1.63","","","",""
"2018-01-10","","","","0.94","1.17","1.38","1.62"
"2018-01-17","","","","1.00","1.18","1.35","1.60"
"2018-01-23","1.20","1.36","1.61","","","",""
"2018-01-24","","","","1.11","1.21","1.36","1.62"
"2018-01-31","","","","1.12","1.20","1.34","1.61"
"2018-02-06","1.21","1.37","1.62","","","",""
"2018-02-07","","","","1.13","1.20","1.36","1.62"
"2018-02-14","","","","1.12","1.15","1.32","1.59"
"2018-02-20","1.17","1.33","1.61","","","",""
"2018-02-21","","","","1.12","1.16","1.32","1.60"
"2018-02-28","","","","1.12","1.14","1.28","1.60"
"2018-03-06","1.14","1.31","1.57","","","",""
"2018-03-07","","","","1.10","1.11","1.28","1.56"
"2018-03-14","","","","1.07","1.07","1.27","1.58"
"2018-03-20","1.09","1.28","1.60","","","",""
"2018-03-21","","","","1.07","1.11","1.29","1.64"
"2018-03-28","","","","1.09","1.09","1.30","1.62"
"2018-04-03","1.12","1.33","1.64","","","",""
"2018-04-04","","","","1.08","1.12","1.34","1.63"
"2018-04-11","","","","1.10","1.14","1.33","1.63"
"2018-04-17","1.20","1.39","1.68","","","",""
"2018-04-18","","","","1.18","1.20","1.37","1.65"
"2018-04-25","","","","1.17","1.20","1.33","1.62"
"2018-05-01","1.21","1.40","1.69","","","",""
"2018-05-02","","","","1.17","1.22","1.40","1.70"
"2018-05-09","","","","1.15","1.21","1.37","1.71"
"2018-05-15","1.27","1.44","1.76","","","",""
"2018-05-16","","","","1.13","1.25","1.44","1.76"
"2018-05-23","","","","1.13","1.26","1.43","1.72"
"2018-05-29","1.30","1.44","1.71","","","",""
"2018-05-30","","","","1.14","1.29","1.46","1.72"
"2018-06-06","","","","1.11","1.25","1.43","1.71"
"2018-06-12","1.27","1.45","1.70","","","",""
"2018-06-13","","","","1.07","1.26","1.45","1.70"
"2018-06-20","","","","0.96","1.19","1.42","1.67"
"2018-06-26","1.25","1.46","1.66","","","",""
"2018-06-27","","","","1.04","1.25","1.46","1.64"
"2018-07-04","","","","0.99","1.26","1.49","1.71"
"2018-07-10","1.46","1.57","1.78","","","",""
"2018-07-11","","","","1.27","1.45","1.55","1.78"
"2018-07-18","","","","1.29","1.39","1.53","1.78"
"2018-07-24","1.44","1.59","1.83","","","",""
"2018-07-25","","","","1.33","1.40","1.57","1.85"
"2018-08-01","","","","1.33","1.45","1.58","1.90"
"2018-08-07","1.46","1.65","1.95","","","",""
"2018-08-08","","","","1.33","1.46","1.64","1.95"
"2018-08-15","","","","1.32","1.48","1.64","1.92"
"2018-08-21","1.51","1.72","1.97","","","",""
"2018-08-22","","","","1.29","1.51","1.71","1.97"
"2018-08-29","","","","1.38","1.54","1.73","1.97"
"2018-09-04","1.55","1.72","1.94","","","",""
"2018-09-05","","","","1.38","1.49","1.71","1.94"
"2018-09-12","","","","1.34","1.52","1.69","1.96"
"2018-09-18","1.55","1.74","1.99","","","",""
"2018-09-19","","","","1.32","1.55","1.74","2.00"
"2018-09-26","","","","1.40","1.51","1.74","2.04"
"2018-10-02","1.63","1.81","2.10","","","",""
"2018-10-03","","","","1.43","1.62","1.82","2.11"
"2018-10-10","","","","1.45","1.59","1.81","2.09"
"2018-10-16","1.66","1.87","2.09","","","",""
"2018-10-17","","","","1.47","1.64","1.87","2.10"
"2018-10-24","","","","1.59","1.72","1.87","2.12"
"2018-10-30","1.73","1.90","2.14","","","",""
"2018-10-31","","","","1.60","1.73","1.88","2.14"
"2018-11-07","","","","1.61","1.71","1.88","2.15"
"2018-11-13","1.73","1.93","2.17","","","",""
"2018-11-14","","","","1.57","1.72","1.93","2.15"
"2018-11-21","","","","1.51","1.70","1.89","2.10"
"2018-11-27","1.71","1.91","2.11","","","",""
"2018-11-28","","","","1.64","1.72","1.91","2.10"
"2018-12-05","","","","1.59","1.68","1.84","1.98"
"2018-12-11","1.66","1.82","1.99","","","",""
"2018-12-12","","","","1.58","1.65","1.83","1.99"
"2018-12-19","","","","1.62","1.64","1.78","1.89"
"2018-12-25","1.67","1.81","1.94","","","",""
"2018-12-26","","","","1.63","1.67","1.80","1.92"
"2019-01-02","","","","1.63","1.65","1.77","1.87"
"2019-01-08","1.63","1.77","1.88","","","",""
"2019-01-09","","","","1.60","1.63","1.77","1.88"
"2019-01-16","","","","1.60","1.60","1.73","1.89"
"2019-01-22","1.63","1.76","1.91","","","",""
"2019-01-23","","","","1.62","1.63","1.75","1.89"
"2019-01-30","","","","1.68","1.66","1.73","1.83"
"2019-02-05","1.66","1.76","1.86","","","",""
"2019-02-06","","","","1.63","1.65","1.75","1.83"
"2019-02-13","","","","1.64","1.67","1.75","1.83"
"2019-02-19","1.68","1.76","1.82","","","",""
"2019-02-20","","","","1.63","1.67","1.74","1.81"
"2019-02-27","","","","1.64","1.67","1.73","1.77"
"2019-03-05","1.67","1.75","1.79","","","",""
"2019-03-06","","","","1.62","1.66","1.71","1.72"
"2019-03-13","","","","1.64","1.65","1.66","1.68"
"2019-03-19","1.65","1.68","1.70","","","",""
"2019-03-20","","","","1.65","1.67","1.67","1.67"
"2019-03-27","","","","1.66","1.66","1.66","1.62"
"2019-04-02","1.66","1.69","1.71","","","",""
"2019-04-03","","","","1.67","1.67","1.69","1.71"
"2019-04-10","","","","1.70","1.67","1.67","1.72"
"2019-04-16","1.67","1.71","1.74","","","",""
"2019-04-17","","","","1.71","1.68","1.72","1.75"
"2019-04-24","","","","1.70","1.68","1.69","1.67"
"2019-04-30","1.67","1.71","1.71","","","",""
"2019-05-01","","","","1.70","1.68","1.71","1.71"
"2019-05-08","","","","1.67","1.67","1.71","1.72"
"2019-05-14","1.68","1.73","1.74","","","",""
"2019-05-15","","","","1.68","1.67","1.72","1.73"
"2019-05-22","","","","1.65","1.68","1.73","1.75"
"2019-05-28","1.69","1.72","1.72","","","",""
"2019-05-29","","","","1.66","1.69","1.71","1.70"
"2019-06-05","","","","1.63","1.67","1.65","1.61"
"2019-06-11","1.67","1.71","1.71","","","",""
"2019-06-12","","","","1.65","1.67","1.70","1.69"
"2019-06-19","","","","1.65","1.66","1.68","1.67"
"2019-06-25","1.66","1.69","1.67","","","",""
"2019-06-26","","","","1.64","1.66","1.68","1.68"
"2019-07-03","","","","1.62","1.66","1.69","1.68"
"2019-07-09","1.65","1.73","1.75","","","",""
"2019-07-10","","","","1.65","1.66","1.71","1.71"
"2019-07-17","","","","1.65","1.65","1.70","1.71"
"2019-07-23","1.65","1.69","1.66","","","",""
"2019-07-24","","","","1.65","1.65","1.68","1.66"
"2019-07-31","","","","1.66","1.65","1.68","1.69"
"2019-08-06","1.64","1.66","1.61","","","",""
"2019-08-07","","","","1.65","1.64","1.64","1.56"
"2019-08-14","","","","1.64","1.64","1.63","1.55"
"2019-08-20","1.64","1.64","1.56","","","",""
"2019-08-21","","","","1.72","1.64","1.63","1.58"
"2019-08-28","","","","1.72","1.62","1.62","1.52"
"2019-09-03","1.62","1.63","1.54","","","",""
"2019-09-04","","","","1.61","1.62","1.63","1.54"
"2019-09-11","","","","1.64","1.62","1.66","1.70"
"2019-09-17","1.62","1.68","1.74","","","",""
"2019-09-18","","","","1.63","1.63","1.67","1.71"
"2019-09-25","","","","1.64","1.64","1.65","1.70"
"2019-10-01","1.64","1.69","1.72","","","",""
"2019-10-02","","","","1.63","1.63","1.67","1.69"
"2019-10-09","","","","1.65","1.63","1.65","1.65"
"2019-10-15","1.64","1.70","1.74","","","",""
"2019-10-16","","","","1.67","1.70","1.69","1.73"
"2019-10-23","","","","1.68","1.65","1.68","1.72"
"2019-10-29","1.66","1.72","1.76","","","",""
"2019-10-30","","","","1.69","1.66","1.71","1.73"
"2019-11-06","","","","1.68","1.67","1.69","1.70"
"2019-11-12","1.66","1.69","1.71","","","",""
"2019-11-13","","","","1.70","1.66","1.69","1.69"
"2019-11-20","","","","1.66","1.66","1.66","1.66"
"2019-11-26","1.65","1.69","1.70","","","",""
"2019-11-27","","","","1.67","1.66","1.69","1.71"
"2019-12-04","","","","1.68","1.66","1.69","1.72"
"2019-12-10","1.65","1.71","1.74","","","",""
"2019-12-11","","","","1.65","1.65","1.69","1.74"
"2019-12-18","","","","1.67","1.66","1.75","1.77"
"2019-12-24","1.67","1.75","1.76","","","",""
"2019-12-25","","","","1.64","1.66","1.73","1.75"
"2020-01-01","","","","1.65","1.66","1.72","1.74"
"2020-01-07","1.65","1.71","1.73","","","",""
"2020-01-08","","","","1.62","1.65","1.68","1.72"
"2020-01-15","","","","1.63","1.64","1.68","1.71"
"2020-01-21","1.64","1.69","1.72","","","",""
"2020-01-22","","","","1.63","1.64","1.66","1.67"
"2020-01-29","","","","1.66","1.64","1.64","1.62"
"2020-02-04","1.64","1.64","1.63","","","",""
"2020-02-05","","","","1.65","1.64","1.65","1.64"
"2020-02-12","","","","1.75","1.64","1.65","1.64"
"2020-02-18","1.64","1.64","1.62","","","",""
"2020-02-19","","","","1.68","1.64","1.64","1.63"
"2020-02-26","","","","1.62","1.61","1.59","1.51"
"2020-03-03","1.28","1.23","1.20","","","",""
"2020-03-04","","","","1.14","1.14","1.11","1.04"
"2020-03-11","","","","0.86","0.64","0.58","0.55"
"2020-03-17","0.38","0.38","0.38","","","",""
"2020-03-18","","","","0.30","0.42","0.40","0.37"
"2020-03-25","","","","0.59","0.49","0.45","0.44"
"2020-03-31","0.23","0.33","0.37","","","",""
"2020-04-01","","","","0.16","0.20","0.31","0.35"
"2020-04-07","0.24","0.41","0.50","","","",""
"2020-04-08","","","","0.19","0.22","0.38","0.48"
"2020-04-14","0.30","0.43","0.50","","","",""
"2020-04-15","","","","0.20","0.30","0.33","0.42"
"2020-04-21","0.27","0.34","0.38","","","",""
"2020-04-22","","","","0.18","0.25","0.29","0.36"
"2020-04-28","0.27","0.34","0.38","","","",""
"2020-04-29","","","","0.21","0.26","0.30","0.32"
"2020-05-05","0.27","0.32","0.35","","","",""
"2020-05-06","","","","0.20","0.22","0.22","0.35"
"2020-05-12","0.27","0.31","0.34","","","",""
"2020-05-13","","","","0.20","0.27","0.28","0.30"
"2020-05-19","0.27","0.29","0.32","","","",""
"2020-05-20","","","","0.20","0.23","0.28","0.31"
"2020-05-26","0.26","0.27","0.30","","","",""
"2020-05-27","","","","0.19","0.22","0.26","0.29"
"2020-06-02","0.19","0.24","0.28","","","",""
"2020-06-03","","","","0.16","0.19","0.23","0.27"
"2020-06-09","0.19","0.24","0.29","","","",""
"2020-06-10","","","","0.15","0.18","0.22","0.28"
"2020-06-16","0.19","0.24","0.28","","","",""
"2020-06-17","","","","0.15","0.19","0.23","0.26"
"2020-06-23","0.21","0.25","0.28","","","",""
"2020-06-24","","","","0.15","0.21","0.24","0.28"
"2020-06-30","0.21","0.24","0.28","","","",""
"2020-07-01","","","","0.16","0.20","0.23","0.28"
"2020-07-07","0.19","0.24","0.28","","","",""
"2020-07-08","","","","0.19","0.19","0.24","0.28"
"2020-07-14","0.18","0.23","0.28","","","",""
"2020-07-15","","","","0.17","0.18","0.21","0.27"
"2020-07-21","0.17","0.20","0.24","","","",""
"2020-07-22","","","","0.17","0.17","0.19","0.24"
"2020-07-28","0.17","0.19","0.23","","","",""
"2020-07-29","","","","0.16","0.16","0.19","0.23"
"2020-08-04","0.17","0.19","0.23","","","",""
"2020-08-05","","","","0.16","0.17","0.18","0.22"
"2020-08-11","0.16","0.18","0.22","","","",""
"2020-08-12","","","","0.16","0.16","0.18","0.21"
"2020-08-18","0.16","0.18","0.22","","","",""
"2020-08-19","","","","0.16","0.16","0.17","0.21"
"2020-08-25","0.15","0.18","0.22","","","",""
"2020-08-26","","","","0.16","0.14","0.17","0.22"
"2020-09-01","0.15","0.18","0.22","","","",""
"2020-09-02","","","","0.14","0.15","0.18","0.22"
"2020-09-08","0.15","0.18","0.23","","","",""
"2020-09-09","","","","0.15","0.15","0.17","0.22"
"2020-09-15","0.15","0.18","0.23","","","",""
"2020-09-16","","","","0.14","0.15","0.18","0.22"
"2020-09-22","0.15","0.18","0.23","","","",""
"2020-09-23","","","","0.15","0.14","0.18","0.22"
"2020-09-29","0.14","0.16","0.22","","","",""
"2020-09-30","","","","0.18","0.12","0.16","0.21"
"2020-10-06","0.11","0.15","0.19","","","",""
"2020-10-07","","","","0.13","0.11","0.13","0.16"
"2020-10-13","0.10","0.14","0.18","","","",""
"2020-10-14","","","","0.10","0.10","0.11","0.17"
"2020-10-20","0.09","0.13","0.17","","","",""
"2020-10-21","","","","0.09","0.10","0.11","0.15"
"2020-10-27","0.09","0.13","0.18","","","",""
"2020-10-28","","","","0.12","0.09","0.12","0.17"
"2020-11-03","0.09","0.15","0.21","","","",""
"2020-11-04","","","","0.10","0.10","0.15","0.19"
"2020-11-10","0.09","0.16","0.22","","","",""
"2020-11-11","","","","0.10","0.10","0.12","0.18"
"2020-11-18","","","","0.11","0.11","0.13","0.20"
"2020-11-24","0.11","0.16","0.21","","","",""
"2020-11-25","","","","0.16","0.12","0.13","0.19"
"2020-12-02","","","","0.10","0.12","0.15","0.21"
"2020-12-08","0.13","0.17","0.23","","","",""
"2020-12-09","","","","0.12","0.13","0.13","0.22"
"2020-12-16","","","","0.10","0.12","0.15","0.20"
"2020-12-22","0.12","0.15","0.20","","","",""
"2020-12-23","","","","0.09","0.09","0.12","0.16"
"2020-12-30","","","","0.04","0.07","0.10","0.15"
"2021-01-05","0.08","0.12","0.17","","","",""
"2021-01-06","","","","0.04","0.06","0.10","0.15"
"2021-01-13","","","","0.07","0.06","0.10","0.13"
"2021-01-19","0.06","0.10","0.13","","","",""
"2021-01-20","","","","0.06","0.05","0.09","0.12"
"2021-01-27","","","","0.05","0.06","0.09","0.12"
"2021-02-02","0.06","0.10","0.13","","","",""
"2021-02-03","","","","0.07","0.06","0.09","0.13"
"2021-02-10","","","","0.09","0.08","0.09","0.12"
"2021-02-16","0.07","0.11","0.15","","","",""
"2021-02-17","","","","0.08","0.08","0.10","0.15"
"2021-02-24","","","","0.09","0.11","0.14","0.14"
"2021-03-02","0.12","0.16","0.20","","","",""
"2021-03-03","","","","0.09","0.12","0.16","0.18"
"2021-03-10","","","","0.10","0.11","0.15","0.17"
"2021-03-16","0.12","0.17","0.21","","","",""
"2021-03-17","","","","0.10","0.11","0.15","0.18"
"2021-03-24","","","","0.07","0.10","0.13","0.15"
"2021-03-30","0.10","0.14","0.18","","","",""
"2021-03-31","","","","0.06","0.09","0.12","0.16"
"2021-04-07","","","","0.07","0.09","0.11","0.16"
"2021-04-13","0.10","0.14","0.20","","","",""
"2021-04-14","","","","0.07","0.09","0.13","0.17"
"2021-04-21","","","","0.07","0.09","0.14","0.22"
"2021-04-27","0.10","0.16","0.22","","","",""
"2021-04-28","","","","0.07","0.10","0.15","0.20"
"2021-05-05","","","","0.06","0.10","0.15","0.18"
"2021-05-11","0.11","0.16","0.21","","","",""
"2021-05-12","","","","0.07","0.10","0.14","0.18"
"2021-05-19","","","","0.18","0.09","0.12","0.20"
"2021-05-25","0.11","0.16","0.21","","","",""
"2021-05-26","","","","0.08","0.10","0.13","0.20"
"2021-06-02","","","","0.10","0.12","0.15","0.20"
"2021-06-08","0.12","0.16","0.21","","","",""
"2021-06-09","","","","0.10","0.11","0.16","0.21"
"2021-06-16","","","","0.10","0.12","0.16","0.22"
"2021-06-22","0.14","0.18","0.25","","","",""
"2021-06-23","","","","0.14","0.14","0.18","0.23"
"2021-06-30","","","","0.14","0.15","0.17","0.23"
"2021-07-06","0.16","0.20","0.26","","","",""
"2021-07-07","","","","0.16","0.16","0.19","0.25"

